Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,Complain,OrderAmountHikeFromlastYear,DaySinceLastOrder,CashBackAmount,CityTier,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
3,9,4,2,3,0,12,8,165.75,1,E Wallet,Female,Laptop & Accessory,Married
14,24,3,2,3,0,13,13,167.89,2,COD,Male,Mobile Phone,Single
7,18,4,3,3,0,23,3,164.68,1,UPI,Male,Fashion,Divorced
4,10,1,1,4,0,26,2,162.89,1,Credit Card,Male,Grocery,Single
20,25,4,5,5,0,16,4,176.36,1,Credit Card,Female,Others,Married
10,22,4,3,3,0,11,4,171.87,2,Credit Card,Male,Laptop & Accessory,Divorced
2,13,3,3,2,0,17,3,122.15,2,E Wallet,Male,Mobile Phone,Married
4,8,2,2,4,0,13,3,127.28,3,UPI,Male,Laptop & Accessory,Married
0,26,2,4,1,0,15,5,135.2,1,Credit Card,Female,Others,Divorced
29,23,3,3,1,0,12,12,173.69,1,E Wallet,Male,Mobile Phone,Married
20,28,4,3,3,1,17,11,173.39,1,E Wallet,Female,Fashion,Married
1,13,5,4,3,1,13,5,134.85,3,Credit Card,Male,Others,Single
16,7,3,3,3,1,13,1,185.19,1,E Wallet,Male,Laptop & Accessory,Divorced
3,17,2,4,1,1,19,2,132.15,1,Debit Card,Male,Grocery,Married
11,20,4,2,2,0,13,27,149.31,2,UPI,Male,Laptop & Accessory,Married
6,21,2,2,3,0,22,11,153.83,1,Debit Card,Female,Others,Single
3,9,5,2,3,1,26,5,135.04,2,Debit Card,Female,Mobile Phone,Married
8,19,3,1,2,1,22,12,138.78,1,COD,Female,Fashion,Divorced
0,15,2,3,4,0,12,17,107.31,2,Debit Card,Male,Laptop & Accessory,Married
1,12,4,2,3,1,23,3,117.02,3,Debit Card,Female,Others,Married
61,9,3,2,3,0,25,10,300.73,1,Debit Card,Male,Fashion,Divorced
3,23,2,6,5,0,13,3,127.96,2,E Wallet,Female,Fashion,Married
7,12,2,4,3,0,24,11,124.22,3,Credit Card,Female,Grocery,Married
10,18,5,4,5,0,12,8,143.93,1,Debit Card,Male,Fashion,Single
13,20,5,2,2,0,12,2,181.25,1,E Wallet,Male,Fashion,Single
9,9,3,1,4,0,19,9,157.18,1,Credit Card,Female,Mobile Phone,Married
8,12,4,4,5,0,20,3,154.28,3,COD,Male,Mobile Phone,Single
4,26,4,1,3,1,22,7,150.89,2,Credit Card,Male,Laptop & Accessory,Divorced
4,23,2,2,1,0,25,8,135.53,1,Debit Card,Male,Fashion,Married
27,11,3,5,4,0,22,8,185.93,3,Credit Card,Male,Laptop & Accessory,Married
6,16,2,5,3,0,24,16,116.29,1,E Wallet,Female,Fashion,Married
21,13,4,2,3,0,11,5,208.02,2,Credit Card,Female,Mobile Phone,Married
33,25,3,3,3,1,18,4,200.92,1,COD,Female,Mobile Phone,Single
8,13,2,2,3,0,14,1,146.27,2,Credit Card,Male,Mobile Phone,Single
6,6,1,1,3,0,22,4,165.08,2,Debit Card,Female,Grocery,Married
10,23,3,2,4,1,12,4,174.02,3,Debit Card,Female,Mobile Phone,Single
1,28,3,2,3,0,14,9,148.8,1,Debit Card,Male,Grocery,Single
14,25,2,4,5,0,23,4,165.06,3,UPI,Female,Grocery,Single
28,13,1,3,3,0,15,3,175.93,2,Credit Card,Male,Mobile Phone,Married
51,23,3,2,5,1,15,0,265.81,3,Debit Card,Male,Laptop & Accessory,Married
15,13,5,2,3,0,17,7,166.28,2,UPI,Female,Grocery,Married
14,15,3,1,3,0,24,9,156.57,2,E Wallet,Male,Mobile Phone,Single
11,18,4,5,2,0,24,7,160.55,3,Debit Card,Male,Fashion,Married
7,11,2,4,3,1,19,4,140.14,3,E Wallet,Male,Others,Married
23,7,3,3,1,0,24,6,183.36,1,COD,Female,Fashion,Married
6,13,2,3,4,0,21,3,149.65,2,Debit Card,Male,Others,Married
1,14,2,3,3,1,12,6,108.49,3,Credit Card,Male,Fashion,Married
7,19,3,4,2,0,17,9,121.14,1,E Wallet,Male,Fashion,Married
5,17,3,3,2,0,24,10,158.42,3,E Wallet,Male,Mobile Phone,Single
1,8,3,2,2,0,23,4,150.61,2,E Wallet,Male,Fashion,Married
6,11,1,5,4,1,23,7,139.05,3,E Wallet,Female,Mobile Phone,Married
38,31,2,4,5,0,20,5,228.59,2,Debit Card,Male,Fashion,Divorced
1,24,1,4,2,0,21,18,157.06,1,E Wallet,Female,Laptop & Accessory,Single
10,26,3,2,4,1,16,1,134.67,2,Debit Card,Male,Laptop & Accessory,Married
4,10,3,5,3,1,22,1,127.85,1,Debit Card,Male,Grocery,Married
0,13,3,1,3,0,13,3,142.01,3,Debit Card,Female,Mobile Phone,Divorced
3,10,3,3,5,0,13,5,151.7,2,E Wallet,Male,Mobile Phone,Married
12,19,2,6,4,0,16,7,138.32,1,Debit Card,Female,Mobile Phone,Divorced
13,17,3,3,1,1,18,16,189.73,1,UPI,Female,Fashion,Single
4,13,3,1,2,0,23,18,105.12,1,E Wallet,Female,Fashion,Divorced
4,8,3,2,3,1,16,6,147.99,2,UPI,Male,Others,Married
1,15,2,5,2,1,23,5,119.42,3,Debit Card,Female,Laptop & Accessory,Single
4,21,4,2,4,0,16,4,148.97,3,COD,Female,Laptop & Accessory,Divorced
2,19,4,2,5,0,21,7,150.6,1,Credit Card,Female,Laptop & Accessory,Married
1,12,4,4,2,0,14,5,121.4,1,COD,Female,Laptop & Accessory,Married
8,13,2,2,2,0,23,4,153.12,3,Credit Card,Male,Grocery,Single
1,28,3,3,3,0,17,9,166.72,2,Credit Card,Female,Laptop & Accessory,Divorced
10,8,2,6,3,1,23,6,149.29,1,Credit Card,Male,Laptop & Accessory,Married
16,16,3,4,1,1,17,6,188.62,2,Debit Card,Female,Others,Single
8,8,3,4,4,1,19,8,172.58,3,Debit Card,Female,Fashion,Single
3,12,3,2,2,1,25,8,134.03,1,Credit Card,Female,Laptop & Accessory,Married
0,17,3,2,5,1,23,14,132.14,3,E Wallet,Female,Laptop & Accessory,Married
9,11,3,3,3,1,18,17,141.18,1,E Wallet,Male,Mobile Phone,Single
8,35,2,5,5,0,19,6,139.88,2,UPI,Male,Grocery,Single
10,22,3,4,2,0,11,4,134.97,3,Credit Card,Male,Grocery,Married
11,6,3,2,3,0,14,9,161.1,2,UPI,Male,Mobile Phone,Divorced
33,16,2,4,3,0,24,4,202.2,2,E Wallet,Female,Fashion,Divorced
22,11,3,2,5,0,13,4,204.57,3,Credit Card,Female,Laptop & Accessory,Single
0,11,4,2,3,0,13,9,138.06,1,UPI,Male,Laptop & Accessory,Married
36,23,1,2,2,1,23,3,221.36,1,Credit Card,Male,Fashion,Married
8,20,2,3,5,0,16,3,172.66,2,UPI,Female,Laptop & Accessory,Divorced
24,12,5,4,2,0,26,17,212.07,2,E Wallet,Male,Fashion,Single
3,9,3,3,3,0,14,3,157.41,2,COD,Male,Laptop & Accessory,Single
13,31,3,1,3,0,12,1,154.04,1,Debit Card,Male,Fashion,Married
4,18,2,4,5,1,19,9,153.19,2,Credit Card,Male,Mobile Phone,Divorced
10,12,2,4,1,0,12,2,161.43,2,Credit Card,Female,Fashion,Married
17,8,3,3,3,1,21,16,188.23,3,UPI,Female,Others,Single
11,24,3,2,3,1,23,6,145.55,2,COD,Female,Grocery,Married
2,24,3,6,5,0,16,4,131.48,1,Debit Card,Male,Fashion,Married
9,24,2,4,2,0,14,6,145.85,3,Credit Card,Female,Mobile Phone,Married
4,8,4,3,3,0,17,17,159.51,3,Credit Card,Male,Fashion,Divorced
0,24,3,2,5,0,16,4,139.81,3,E Wallet,Female,Laptop & Accessory,Single
12,26,1,2,2,1,13,8,172.16,1,E Wallet,Male,Laptop & Accessory,Married
50,9,3,4,5,0,17,6,265.58,2,COD,Male,Grocery,Divorced
21,22,2,4,5,0,20,4,171.53,3,COD,Female,Mobile Phone,Single
29,27,2,4,1,0,22,8,197.92,1,Credit Card,Female,Fashion,Married
8,12,4,4,4,1,13,5,157.43,3,Credit Card,Female,Mobile Phone,Single
3,16,3,4,1,1,25,6,114.15,3,Credit Card,Male,Laptop & Accessory,Married
3,9,1,1,3,0,26,13,141.82,1,Credit Card,Male,Others,Married
12,17,2,3,2,1,24,0,132.83,2,UPI,Male,Fashion,Married
1,14,1,6,2,1,20,15,129.64,1,E Wallet,Male,Laptop & Accessory,Married
11,29,2,3,5,0,12,4,173.61,2,E Wallet,Male,Grocery,Divorced
6,21,1,2,2,0,13,6,171.43,3,COD,Male,Laptop & Accessory,Single
25,20,3,2,5,0,18,17,170.5,1,E Wallet,Male,Fashion,Married
4,8,5,2,5,0,21,3,162.82,3,Credit Card,Female,Laptop & Accessory,Single
6,9,4,3,1,0,22,1,182.11,1,E Wallet,Male,Fashion,Married
19,17,2,2,3,0,12,13,189.11,2,Credit Card,Female,Fashion,Married
4,16,4,4,4,1,16,3,159.58,3,Credit Card,Female,Laptop & Accessory,Single
14,17,3,4,3,0,15,4,173.83,3,Debit Card,Male,Laptop & Accessory,Single
1,22,4,4,2,1,19,7,126.75,3,Debit Card,Female,Others,Married
10,13,5,3,4,0,14,3,153.31,3,Credit Card,Male,Grocery,Married
2,18,4,3,4,0,16,6,136.73,3,E Wallet,Male,Mobile Phone,Divorced
13,16,2,1,1,0,20,10,152.92,3,COD,Male,Others,Married
0,18,2,3,1,1,14,4,117.55,3,E Wallet,Female,Mobile Phone,Single
11,16,4,2,1,1,12,3,153.5,1,E Wallet,Female,Fashion,Single
8,13,3,3,2,1,19,7,149.92,2,Debit Card,Male,Laptop & Accessory,Married
8,14,2,3,4,0,20,3,142.49,3,Credit Card,Female,Mobile Phone,Married
2,18,3,3,3,0,20,23,118.31,1,COD,Female,Grocery,Married
6,6,1,3,4,1,13,7,148.49,1,Credit Card,Female,Mobile Phone,Married
0,23,4,3,3,0,19,8,113.39,1,Debit Card,Male,Mobile Phone,Single
13,11,2,3,3,1,12,9,154.06,1,Credit Card,Male,Grocery,Divorced
7,12,3,3,2,0,26,7,149.37,2,UPI,Male,Fashion,Divorced
6,11,4,4,5,0,16,7,154.39,2,Debit Card,Male,Laptop & Accessory,Married
16,22,2,4,3,0,13,3,189.42,2,Credit Card,Female,Others,Married
20,30,1,3,2,1,24,13,170.11,1,E Wallet,Male,Laptop & Accessory,Single
4,19,4,5,1,0,26,5,148.55,1,E Wallet,Female,Mobile Phone,Married
10,16,3,2,4,0,16,7,168.86,1,E Wallet,Female,Mobile Phone,Married
3,31,2,2,1,1,24,1,102.98,2,UPI,Female,Laptop & Accessory,Married
5,9,2,4,2,0,18,9,146.46,1,COD,Female,Laptop & Accessory,Married
61,7,3,1,3,0,25,7,266.78,1,UPI,Male,Grocery,Married
0,10,4,3,2,0,17,8,152.08,2,Debit Card,Male,Laptop & Accessory,Divorced
8,23,3,4,2,0,20,0,144.5,3,Credit Card,Female,Laptop & Accessory,Married
45,26,2,4,2,0,16,2,231.28,1,E Wallet,Female,Laptop & Accessory,Single
0,9,2,2,4,0,12,2,133.48,1,Credit Card,Female,Grocery,Divorced
7,10,2,4,4,0,12,3,113.81,3,Debit Card,Female,Laptop & Accessory,Married
4,19,4,4,4,0,13,1,168.04,2,Credit Card,Male,Mobile Phone,Single
0,8,2,2,2,1,19,9,112.07,2,Debit Card,Male,Fashion,Married
3,18,4,3,1,0,23,2,139.53,2,Credit Card,Female,Fashion,Single
35,16,5,2,3,0,15,8,235.19,1,E Wallet,Male,Laptop & Accessory,Married
5,11,5,2,5,0,12,10,163.62,2,Debit Card,Female,Fashion,Single
0,11,4,2,2,0,16,5,128.89,2,Credit Card,Male,Laptop & Accessory,Married
2,9,5,3,3,0,21,14,145.23,1,COD,Female,Others,Married
16,10,3,2,1,0,12,7,155.91,3,E Wallet,Female,Mobile Phone,Married
22,15,3,4,4,0,25,6,200.49,1,COD,Female,Laptop & Accessory,Single
6,25,2,3,1,1,24,5,161.46,3,COD,Female,Laptop & Accessory,Married
1,11,3,3,2,1,19,6,132.73,1,Debit Card,Male,Fashion,Married
9,10,3,2,3,1,24,11,165.97,2,E Wallet,Male,Fashion,Single
17,13,3,3,3,1,11,3,178.23,3,Credit Card,Male,Laptop & Accessory,Married
9,22,3,2,4,0,14,4,122.88,1,UPI,Female,Mobile Phone,Single
8,20,4,2,2,0,26,13,151.29,1,UPI,Male,Laptop & Accessory,Married
7,15,3,2,4,0,13,16,159.08,2,Debit Card,Male,Mobile Phone,Single
1,18,5,2,4,0,18,3,148.74,2,Debit Card,Female,Laptop & Accessory,Married
61,13,2,3,2,0,15,10,293.93,1,Debit Card,Female,Mobile Phone,Married
1,30,3,2,5,0,18,2,135.32,2,Debit Card,Female,Fashion,Married
20,20,3,2,3,0,11,5,164.1,1,Debit Card,Male,Fashion,Single
45,15,3,1,4,0,18,4,257.2,3,Credit Card,Female,Mobile Phone,Married
33,16,4,3,1,0,22,12,207.9,1,Debit Card,Female,Fashion,Single
10,17,3,4,1,0,24,6,161.31,1,Debit Card,Male,Laptop & Accessory,Single
3,10,4,2,4,0,13,9,144.87,1,Credit Card,Male,Laptop & Accessory,Married
18,33,4,3,3,0,14,8,195.34,2,Credit Card,Female,Fashion,Married
4,14,2,3,1,0,16,3,139.97,1,UPI,Male,Mobile Phone,Married
6,14,4,3,5,1,24,6,132.49,2,E Wallet,Male,Fashion,Married
7,16,1,5,1,1,20,10,169.47,3,Debit Card,Female,Fashion,Married
19,12,4,4,3,1,24,27,179.04,3,E Wallet,Male,Grocery,Divorced
2,18,4,3,5,0,21,2,134.05,2,Credit Card,Male,Grocery,Single
0,15,1,2,1,0,18,0,137.48,2,Debit Card,Male,Mobile Phone,Married
46,21,5,3,4,0,19,5,239.84,1,Debit Card,Female,Mobile Phone,Single
28,6,3,1,5,0,23,2,188.17,2,UPI,Male,Fashion,Married
7,15,4,1,3,0,11,5,140.08,3,Credit Card,Male,Mobile Phone,Single
8,9,1,3,4,0,12,11,177.96,2,E Wallet,Female,Grocery,Single
8,9,3,3,3,0,21,2,156.58,2,Debit Card,Male,Mobile Phone,Single
20,35,2,6,3,0,18,15,183.49,1,COD,Male,Grocery,Single
12,11,2,1,4,0,15,5,150.92,1,Debit Card,Male,Fashion,Single
2,11,3,4,4,1,12,11,138.04,2,E Wallet,Male,Laptop & Accessory,Single
26,26,2,2,2,0,19,19,183.07,3,Credit Card,Female,Laptop & Accessory,Single
0,25,3,2,4,1,23,3,121.66,3,E Wallet,Male,Fashion,Single
12,17,2,2,4,0,17,5,138.87,1,Credit Card,Female,Mobile Phone,Single
4,13,2,2,5,0,15,10,117.79,1,COD,Male,Laptop & Accessory,Married
23,16,1,1,5,0,18,5,183.14,2,Credit Card,Female,Mobile Phone,Married
37,18,4,2,1,0,23,6,252.62,2,Debit Card,Male,Laptop & Accessory,Married
13,13,2,2,4,0,16,9,147.26,1,UPI,Male,Mobile Phone,Married
12,16,2,2,5,1,22,13,200.55,3,Credit Card,Male,Mobile Phone,Married
34,12,4,3,3,0,21,1,205.98,1,Credit Card,Female,Mobile Phone,Married
13,36,1,1,1,0,16,2,155.06,1,Debit Card,Male,Grocery,Divorced
12,11,5,3,2,0,20,3,172.67,1,Credit Card,Female,Others,Single
16,8,3,4,3,0,25,2,160.81,1,Debit Card,Male,Fashion,Married
8,7,3,3,2,0,15,12,159.8,3,Credit Card,Male,Fashion,Married
4,18,2,3,1,1,19,5,149.09,3,Credit Card,Female,Laptop & Accessory,Single
0,13,2,1,4,1,14,3,151.21,3,E Wallet,Male,Mobile Phone,Married
45,10,2,5,3,0,18,5,244.87,3,E Wallet,Male,Mobile Phone,Married
40,11,4,2,3,0,19,7,242.13,3,E Wallet,Female,Others,Married
4,26,2,2,3,1,22,6,141.01,3,Debit Card,Female,Laptop & Accessory,Married
2,29,3,4,3,0,26,15,153.92,1,Debit Card,Female,Fashion,Married
13,19,2,1,3,0,15,6,154.27,1,Credit Card,Male,Mobile Phone,Single
10,8,3,5,3,0,16,8,164.15,1,Debit Card,Female,Laptop & Accessory,Divorced
12,24,1,2,4,0,26,2,147.68,2,Debit Card,Female,Laptop & Accessory,Married
50,14,2,4,5,0,24,21,267.52,2,UPI,Female,Grocery,Married
8,10,3,3,4,0,17,5,153.28,1,Debit Card,Male,Mobile Phone,Married
49,22,4,3,5,1,24,4,250.84,1,Credit Card,Male,Mobile Phone,Single
11,18,4,5,4,1,25,6,140.09,1,Credit Card,Male,Fashion,Married
21,11,3,2,4,1,24,3,200.85,3,Credit Card,Male,Fashion,Divorced
6,8,2,4,1,0,11,25,157.76,2,COD,Male,Laptop & Accessory,Married
37,19,2,3,4,0,26,13,233.66,1,Debit Card,Male,Mobile Phone,Single
21,17,3,3,3,0,13,7,147.09,2,Debit Card,Male,Fashion,Single
7,8,2,2,5,1,16,8,138.82,2,Credit Card,Male,Laptop & Accessory,Married
13,14,2,3,5,0,25,20,166.09,1,Debit Card,Male,Mobile Phone,Single
41,11,2,4,5,0,12,5,243.27,1,E Wallet,Female,Laptop & Accessory,Married
26,14,2,1,3,1,21,5,217.13,3,Debit Card,Female,Laptop & Accessory,Single
26,11,1,3,5,0,25,0,167.69,2,COD,Female,Mobile Phone,Married
13,19,1,4,1,0,15,9,161.03,2,COD,Male,Mobile Phone,Married
5,9,4,3,2,1,15,6,147.03,3,Debit Card,Female,Laptop & Accessory,Married
10,16,1,4,4,0,20,7,147.1,2,E Wallet,Male,Laptop & Accessory,Single
17,37,3,2,2,0,15,3,182.81,3,Credit Card,Male,Mobile Phone,Married
3,14,3,1,3,0,13,6,158.37,1,E Wallet,Female,Mobile Phone,Married
2,11,2,2,1,0,19,20,128.01,1,Debit Card,Male,Laptop & Accessory,Married
15,10,5,3,3,0,21,4,179.22,1,Credit Card,Male,Others,Divorced
7,21,2,3,2,1,13,8,178.78,1,Credit Card,Male,Fashion,Single
8,9,3,3,5,0,26,12,167.84,1,Credit Card,Male,Fashion,Married
15,13,3,3,4,0,16,3,166.56,3,E Wallet,Female,Others,Single
19,10,4,2,2,1,15,21,164.72,1,Credit Card,Female,Mobile Phone,Married
13,9,4,2,2,0,18,3,163.19,2,UPI,Male,Laptop & Accessory,Married
7,15,2,4,2,0,26,0,132.47,1,Credit Card,Female,Laptop & Accessory,Single
8,21,2,4,2,1,21,16,144.55,2,COD,Female,Others,Married
21,19,1,1,2,0,19,10,180.65,2,Credit Card,Female,Mobile Phone,Single
8,18,3,3,2,0,22,7,177.16,1,Credit Card,Female,Fashion,Married
25,15,3,4,1,0,21,4,188.09,1,UPI,Female,Laptop & Accessory,Single
11,9,3,3,2,0,26,7,164.3,3,Debit Card,Female,Fashion,Single
19,16,3,4,4,1,24,12,166.48,1,E Wallet,Male,Mobile Phone,Single
14,18,2,2,4,1,11,10,155.21,3,Credit Card,Female,Others,Married
0,32,3,2,1,0,16,4,131.97,3,Debit Card,Male,Laptop & Accessory,Married
16,31,5,2,4,0,15,2,155.01,3,COD,Female,Laptop & Accessory,Divorced
4,15,5,5,3,1,25,4,135.23,1,E Wallet,Male,Laptop & Accessory,Single
0,24,3,2,2,0,23,1,171.53,3,Debit Card,Male,Laptop & Accessory,Single
4,10,2,1,3,0,26,12,126.52,2,E Wallet,Female,Others,Single
5,21,2,2,1,0,25,9,144.5,3,E Wallet,Female,Fashion,Single
5,16,2,5,4,1,15,6,133.15,2,E Wallet,Male,Mobile Phone,Married
7,10,3,3,4,0,25,5,179.02,2,E Wallet,Female,Grocery,Married
4,43,3,3,3,0,21,2,144.71,3,UPI,Female,Others,Married
5,8,2,4,3,0,24,4,157.95,1,E Wallet,Male,Fashion,Single
4,9,3,4,4,0,13,3,141.41,3,E Wallet,Female,Laptop & Accessory,Married
2,12,3,2,3,1,12,8,159.27,2,Credit Card,Male,Others,Divorced
24,10,3,1,2,1,20,6,175.2,2,Credit Card,Male,Fashion,Married
0,20,3,3,4,0,16,2,134.26,2,Credit Card,Female,Laptop & Accessory,Single
0,13,1,3,5,1,17,1,147.81,2,Credit Card,Female,Mobile Phone,Married
0,22,2,6,3,0,24,13,165.94,1,Credit Card,Male,Grocery,Divorced
34,14,4,3,2,0,25,6,208.18,2,Credit Card,Female,Others,Single
29,18,2,3,3,0,14,14,208.38,2,Credit Card,Female,Mobile Phone,Single
24,12,3,4,4,0,14,2,206.9,1,Debit Card,Male,Fashion,Single
6,21,1,2,3,0,12,5,175.42,1,Credit Card,Male,Laptop & Accessory,Single
3,11,4,5,3,0,21,1,164.39,2,Credit Card,Male,Fashion,Single
5,9,4,3,4,0,20,5,143.09,1,Credit Card,Male,Fashion,Married
18,22,1,4,1,0,13,0,190.48,2,Debit Card,Male,Others,Single
1,15,3,3,5,0,11,7,101.63,1,Credit Card,Male,Laptop & Accessory,Married
9,9,3,3,2,0,20,1,140.76,2,Credit Card,Male,Laptop & Accessory,Married
8,9,3,1,2,1,15,9,135.67,1,Debit Card,Male,Laptop & Accessory,Single
8,13,2,3,4,1,11,9,153.35,1,E Wallet,Female,Laptop & Accessory,Single
3,23,3,3,3,0,13,3,147.71,2,COD,Female,Laptop & Accessory,Divorced
3,7,5,4,3,1,23,18,143.39,2,E Wallet,Female,Mobile Phone,Single
0,9,3,3,4,0,18,10,106.5,1,Credit Card,Male,Fashion,Single
16,12,3,1,3,1,26,8,190.29,1,Credit Card,Female,Others,Single
0,19,3,2,2,0,16,12,107.45,1,UPI,Male,Fashion,Married
15,22,4,2,4,0,17,4,162.86,3,E Wallet,Female,Mobile Phone,Single
25,9,4,4,3,0,22,3,213.46,3,Debit Card,Male,Fashion,Divorced
2,18,4,3,3,0,24,4,140.93,2,E Wallet,Female,Mobile Phone,Married
0,24,4,3,1,0,15,5,116.55,2,COD,Male,Mobile Phone,Married
19,14,5,3,1,0,19,4,138.12,3,Credit Card,Female,Fashion,Married
5,26,5,1,5,1,12,11,140.61,2,Credit Card,Male,Others,Married
6,11,1,3,3,0,13,5,153.82,1,Credit Card,Female,Laptop & Accessory,Married
0,14,4,4,5,0,23,8,133.9,2,UPI,Male,Laptop & Accessory,Married
30,22,2,4,5,1,15,16,219.39,2,Credit Card,Male,Grocery,Married
6,24,3,4,3,1,19,2,123.28,1,E Wallet,Male,Others,Divorced
0,18,5,4,5,0,26,12,118.75,1,COD,Male,Mobile Phone,Single
6,10,4,3,3,0,13,14,169.4,1,Debit Card,Male,Laptop & Accessory,Single
15,18,2,2,3,0,20,3,205.68,3,Debit Card,Female,Fashion,Married
1,15,4,4,2,0,20,1,103.78,1,COD,Male,Laptop & Accessory,Single
5,20,3,2,3,1,26,23,158.96,2,Credit Card,Male,Laptop & Accessory,Married
4,12,3,3,4,0,13,14,152.71,1,E Wallet,Male,Grocery,Single
4,20,2,3,2,1,12,19,148.95,3,Credit Card,Male,Fashion,Married
3,31,4,5,4,0,26,7,158.83,1,Debit Card,Female,Grocery,Single
0,33,4,3,1,0,15,1,113.78,1,Credit Card,Female,Mobile Phone,Married
11,7,2,3,3,1,25,4,166.89,3,COD,Male,Laptop & Accessory,Married
10,20,4,4,4,0,21,11,141.2,1,E Wallet,Female,Mobile Phone,Divorced
4,13,2,2,5,1,23,13,130.58,1,Credit Card,Female,Laptop & Accessory,Divorced
1,17,1,1,5,0,22,13,136.72,3,Debit Card,Female,Laptop & Accessory,Married
11,28,4,3,2,0,25,9,152.2,3,COD,Female,Mobile Phone,Married
7,14,4,2,5,0,14,13,101.09,1,Debit Card,Female,Fashion,Married
8,19,3,1,1,0,13,4,144.44,1,COD,Female,Laptop & Accessory,Single
22,10,3,2,5,0,18,1,171.96,1,Debit Card,Male,Fashion,Married
1,20,3,4,1,0,21,5,133.47,2,COD,Female,Laptop & Accessory,Married
2,11,3,3,4,0,14,3,115.0,2,Credit Card,Male,Fashion,Single
19,22,4,1,3,0,26,7,177.97,3,E Wallet,Male,Mobile Phone,Married
5,8,2,2,2,0,17,5,183.71,1,Credit Card,Female,Laptop & Accessory,Single
0,25,4,4,3,1,18,7,157.68,3,Debit Card,Female,Fashion,Single
7,10,4,3,4,0,20,3,152.89,3,COD,Female,Others,Married
4,11,3,4,4,0,17,1,110.29,3,Debit Card,Male,Laptop & Accessory,Married
21,21,2,2,5,1,14,3,193.57,2,Credit Card,Male,Others,Divorced
11,10,4,5,2,0,18,4,154.78,1,COD,Female,Laptop & Accessory,Divorced
6,15,4,4,2,1,22,10,159.04,1,E Wallet,Male,Laptop & Accessory,Married
0,26,4,4,3,1,23,13,146.34,1,Debit Card,Male,Mobile Phone,Single
5,23,1,1,5,1,25,6,136.81,3,Debit Card,Male,Fashion,Married
3,13,2,1,4,0,14,4,113.92,1,Debit Card,Female,Others,Divorced
1,16,4,5,4,1,16,4,156.09,3,E Wallet,Male,Grocery,Married
19,24,4,3,4,1,17,11,177.78,2,Debit Card,Male,Fashion,Married
0,22,3,4,2,0,19,3,122.4,3,Credit Card,Female,Laptop & Accessory,Single
10,27,3,2,2,0,20,13,183.82,3,E Wallet,Male,Laptop & Accessory,Single
5,12,3,3,2,0,18,5,145.59,1,E Wallet,Male,Laptop & Accessory,Married
0,10,3,2,3,1,18,5,128.71,2,Credit Card,Female,Fashion,Married
5,16,4,1,4,1,22,14,148.27,2,Credit Card,Male,Others,Married
7,23,5,3,2,0,13,2,128.44,1,Credit Card,Female,Laptop & Accessory,Single
19,17,3,4,2,0,22,4,155.79,3,Credit Card,Male,Grocery,Married
0,18,2,5,4,0,21,2,141.62,3,Credit Card,Male,Mobile Phone,Single
2,13,3,2,1,0,13,2,160.24,1,Debit Card,Male,Fashion,Married
0,23,4,4,5,0,24,10,114.89,3,Debit Card,Male,Others,Single
17,9,2,1,2,0,13,4,153.56,1,E Wallet,Male,Fashion,Married
1,27,2,4,4,0,20,3,164.12,2,Credit Card,Female,Fashion,Married
0,10,2,3,2,0,20,8,150.58,1,Debit Card,Male,Mobile Phone,Divorced
0,10,2,2,3,0,24,4,138.39,1,Credit Card,Female,Laptop & Accessory,Married
4,15,2,3,2,0,17,3,146.87,2,Credit Card,Male,Mobile Phone,Single
24,17,5,2,1,0,24,11,204.68,3,Debit Card,Male,Fashion,Married
3,25,2,2,2,0,24,3,146.62,2,Credit Card,Male,Fashion,Single
16,10,2,3,4,0,13,7,186.55,1,E Wallet,Male,Others,Married
2,16,3,3,3,0,25,4,112.48,1,UPI,Male,Laptop & Accessory,Married
13,16,1,2,2,0,18,1,177.71,2,UPI,Female,Others,Single
17,19,2,3,1,0,12,6,187.15,2,E Wallet,Female,Mobile Phone,Single
2,21,3,2,3,0,17,7,144.78,1,COD,Male,Mobile Phone,Married
8,20,2,4,2,0,26,15,152.72,3,E Wallet,Female,Laptop & Accessory,Divorced
1,28,2,1,1,0,22,7,108.8,1,Debit Card,Female,Laptop & Accessory,Single
1,15,4,5,2,1,20,15,145.42,2,E Wallet,Male,Mobile Phone,Divorced
4,18,2,2,1,1,11,6,142.73,2,UPI,Male,Mobile Phone,Single
1,7,4,3,2,0,24,6,114.32,2,Credit Card,Male,Others,Married
50,14,1,2,4,0,15,17,258.49,3,Credit Card,Male,Grocery,Single
0,19,4,1,4,0,18,3,161.32,2,UPI,Male,Fashion,Single
0,32,3,2,1,0,11,5,127.79,3,COD,Female,Laptop & Accessory,Single
18,18,2,4,2,0,19,4,167.23,1,E Wallet,Female,Fashion,Single
6,9,2,2,1,1,17,5,121.28,1,COD,Male,Laptop & Accessory,Married
8,28,3,5,3,1,13,21,130.76,2,Credit Card,Male,Laptop & Accessory,Married
10,10,3,2,3,1,13,16,148.41,2,E Wallet,Male,Grocery,Married
2,21,3,1,4,0,23,8,146.59,1,E Wallet,Female,Fashion,Married
2,6,3,1,3,1,16,12,119.62,3,Debit Card,Female,Mobile Phone,Married
3,19,1,3,4,0,14,11,138.08,1,Credit Card,Male,Mobile Phone,Single
